state,area,California,155779.220000
-122.446316,37.861046
-122.438565,37.868367
-122.430958,37.872242
-122.421341,37.869946
-122.418470,37.861764
-122.418470,37.852721
-122.434403,37.852434
-122.443302,37.855448
-122.446316,37.861046
-122.378500,37.826505
-122.377879,37.830648
-122.369941,37.832137
-122.363244,37.823951
-122.358779,37.814278
-122.362661,37.807577
-122.372422,37.811301
-122.372670,37.816510
-122.378500,37.826505
-123.013916,37.700355
-123.013897,37.704478
-123.012194,37.706749
-123.004489,37.706262
-123.000190,37.702937
-122.997189,37.697909
-123.000677,37.690203
-123.005543,37.689392
-123.011464,37.691907
-123.014303,37.696205
-123.013916,37.700355
-119.789798,34.057260
-119.770729,34.055051
-119.766081,34.055370
-119.763688,34.057155
-119.755521,34.056716
-119.739472,34.049299
-119.726437,34.047908
-119.712576,34.043265
-119.704628,34.037681
-119.686507,34.019805
-119.637742,34.013178
-119.619343,34.016468
-119.612226,34.021256
-119.604287,34.031561
-119.608798,34.035245
-119.609239,34.037350
-119.593240,34.049625
-119.573410,34.050110
-119.566700,34.053452
-119.529603,34.041155
-119.520640,34.034262
-119.521770,34.032247
-119.532413,34.024949
-119.538847,34.023988
-119.542449,34.021082
-119.548280,34.009819
-119.547072,34.005469
-119.554472,33.997820
-119.560464,33.995530
-119.575636,33.996009
-119.590200,33.989712
-119.596877,33.988611
-119.619082,33.987228
-119.621117,33.988990
-119.647710,33.987786
-119.662825,33.985889
-119.690110,33.972225
-119.706952,33.969178
-119.712363,33.965422
-119.714696,33.961439
-119.721206,33.959583
-119.742966,33.963877
-119.750438,33.963759
-119.758141,33.959212
-119.795938,33.962929
-119.842748,33.970340
-119.873358,33.980375
-119.877057,33.985757
-119.883033,34.000802
-119.884896,34.008814
-119.882531,34.011674
-119.876916,34.023527
-119.876329,34.032087
-119.892821,34.045529
-119.916216,34.058351
-119.923337,34.069361
-119.919155,34.077280
-119.912857,34.077508
-119.891130,34.072856
-119.857304,34.071298
-119.825865,34.059794
-119.818742,34.052997
-119.807825,34.052127
-119.789798,34.057260
-120.248484,33.999329
-120.247393,34.001911
-120.238657,34.007592
-120.230001,34.010136
